master01,1,2048,20,192.168.203.21,255.255.0.0,192.168.11.1,8.8.8.8
master02,1,2048,20,192.168.203.22,255.255.0.0,192.168.11.1,8.8.8.8
node01,1,2048,20,192.168.203.31,255.255.0.0,192.168.11.1,8.8.8.8
node02,1,2048,20,192.168.203.32,255.255.0.0,192.168.11.1,8.8.8.8
